user_id,order_time,category,quantity,amount
U0280,2024-05-04 10:12:00,数码电子,4,8155.24
U0273,2024-04-08 19:17:00,图书文具,9,2149.11
U0275,2024-06-13 14:20:00,家居日用,5,1928.4
U0164,2024-05-26 22:26:00,美妆个护,2,877.68
U0173,2024-02-16 19:53:00,美妆个护,6,2871.0
U0005,2024-07-02 11:40:00,图书文具,10,2834.9
U0017,2024-05-26 17:47:00,家居日用,4,2768.8
U0183,2024-09-06 11:37:00,服装鞋帽,1,857.19
U0203,2024-07-10 16:50:00,数码电子,1,4334.61
U0219,2024-03-22 19:50:00,家居日用,7,5356.96
U0048,2024-11-24 15:51:00,美妆个护,1,391.32
U0225,2024-12-17 15:18:00,图书文具,3,411.75
U0013,2024-07-07 22:54:00,数码电子,6,20725.32
U0171,2024-11-18 13:09:00,数码电子,5,9128.2
U0194,2024-06-17 15:34:00,图书文具,9,2151.45
U0163,2024-01-19 09:07:00,数码电子,1,494.57
U0030,2024-05-14 10:00:00,家居日用,9,4590.0
U0037,2024-05-20 15:07:00,美妆个护,9,4179.15
U0164,2024-02-04 09:39:00,食品饮料,2,40.28
U0260,2024-12-23 18:34:00,服装鞋帽,2,77.9
U0083,2024-05-02 13:15:00,数码电子,8,4872.08
U0162,2024-08-21 19:15:00,图书文具,2,53.02
U0013,2024-07-02 22:30:00,家居日用,2,463.98
U0215,2024-04-29 21:54:00,服装鞋帽,6,3015.6
U0053,2024-10-21 08:16:00,食品饮料,5,57.85
U0053,2024-10-01 16:24:00,图书文具,1,217.34
U0032,2024-03-14 17:35:00,图书文具,4,771.76
U0014,2024-06-26 19:45:00,家居日用,5,3225.65
U0022,2024-01-30 22:03:00,美妆个护,7,3065.86
U0012,2024-04-28 22:13:00,数码电子,2,8255.4
U0127,2024-03-15 16:11:00,食品饮料,9,45.27
U0154,2024-09-30 13:37:00,食品饮料,7,831.18
U0264,2024-11-20 19:56:00,美妆个护,9,2060.46
U0147,2024-05-16 18:33:00,家居日用,4,2533.04
U0141,2024-03-23 08:05:00,家居日用,3,241.62
U0186,2024-08-05 20:32:00,家居日用,9,5094.45
U0175,2024-01-23 12:20:00,服装鞋帽,5,7250.45
U0011,2024-09-29 11:46:00,食品饮料,9,229.95
U0211,2024-05-19 12:41:00,食品饮料,5,511.1
U0028,2024-02-10 10:46:00,数码电子,3,5641.74
U0013,2024-07-28 12:12:00,家居日用,2,354.96
U0166,2024-11-05 15:21:00,食品饮料,4,548.68
U0173,2024-08-24 09:08:00,家居日用,2,1184.62
U0149,2024-01-28 15:53:00,图书文具,1,267.61
U0252,2024-08-22 10:12:00,食品饮料,1,26.74
U0138,2024-02-22 19:46:00,美妆个护,10,285.2
U0165,2024-04-11 15:01:00,图书文具,1,41.69
U0138,2024-06-11 16:02:00,图书文具,1,272.29
U0024,2024-01-29 18:24:00,家居日用,10,4200.4
U0230,2024-11-16 11:54:00,家居日用,1,421.82
U0186,2024-10-09 13:52:00,数码电子,9,5805.27
U0134,2024-08-11 12:24:00,食品饮料,7,742.0
U0244,2024-11-08 21:11:00,服装鞋帽,5,4901.45
U0135,2024-08-15 22:50:00,食品饮料,8,1261.76
U0217,2024-02-14 13:58:00,家居日用,8,495.2
U0157,2024-04-07 09:27:00,美妆个护,7,2866.85
U0004,2024-03-30 15:08:00,美妆个护,8,4759.76
U0143,2024-10-14 19:21:00,食品饮料,1,48.95
U0199,2024-12-27 16:25:00,食品饮料,10,664.5
U0267,2024-06-29 15:39:00,家居日用,1,282.7
U0052,2024-04-11 15:53:00,家居日用,9,6418.89
U0174,2024-08-29 17:48:00,数码电子,5,12558.5
U0248,2024-02-23 08:49:00,图书文具,2,152.72
U0061,2024-05-01 12:45:00,美妆个护,6,1075.98
U0086,2024-07-28 21:09:00,图书文具,3,161.7
U0093,2024-01-08 19:44:00,服装鞋帽,1,231.39
U0050,2024-01-11 22:27:00,家居日用,6,576.18
U0068,2024-12-20 19:47:00,服装鞋帽,10,7981.3
U0139,2024-12-22 16:17:00,服装鞋帽,7,962.01
U0154,2024-09-16 19:50:00,美妆个护,2,850.04
U0299,2024-09-01 09:33:00,美妆个护,10,2966.0
U0094,2024-11-16 18:38:00,食品饮料,4,460.76
U0093,2024-03-26 19:08:00,美妆个护,10,4749.6
U0156,2024-09-11 18:20:00,数码电子,8,33982.48
U0091,2024-10-04 12:26:00,食品饮料,3,538.38
U0173,2024-01-10 11:08:00,图书文具,8,2376.64
U0034,2024-05-08 16:28:00,食品饮料,3,244.59
U0117,2024-04-03 10:34:00,食品饮料,7,822.78
U0206,2024-01-17 09:44:00,家居日用,4,1853.32
U0082,2024-11-19 08:49:00,食品饮料,10,1760.8
U0116,2024-12-08 17:58:00,服装鞋帽,9,785.07
U0193,2024-10-04 09:55:00,美妆个护,9,5141.43
U0197,2024-09-12 18:55:00,服装鞋帽,5,3947.75
U0282,2024-04-18 19:06:00,数码电子,8,16277.28
U0132,2024-10-05 17:19:00,数码电子,4,4248.32
U0041,2024-05-26 14:45:00,家居日用,9,2680.56
U0271,2024-07-13 22:23:00,服装鞋帽,8,800.24
U0164,2024-01-24 15:41:00,家居日用,3,1252.11
U0181,2024-09-04 11:22:00,美妆个护,5,1236.3
U0181,2024-11-13 16:56:00,美妆个护,9,500.13
U0138,2024-06-16 14:38:00,图书文具,5,473.3
U0003,2024-06-27 13:46:00,家居日用,6,3528.36
U0239,2024-06-17 12:12:00,数码电子,2,8970.8
U0025,2024-04-21 18:50:00,图书文具,9,1029.87
U0047,2024-08-15 14:15:00,图书文具,5,825.15
U0241,2024-09-28 18:54:00,数码电子,10,1523.2
U0162,2024-09-11 21:08:00,食品饮料,10,989.6
U0273,2024-11-19 11:46:00,食品饮料,5,571.1
U0241,2024-11-16 22:24:00,服装鞋帽,4,5837.84
U0088,2024-07-12 15:14:00,服装鞋帽,6,8303.16
U0167,2024-05-05 16:16:00,数码电子,9,9147.96
U0141,2024-03-10 13:19:00,家居日用,5,3433.3
U0063,2024-02-18 19:47:00,美妆个护,7,2370.2
U0271,2024-04-09 11:17:00,食品饮料,3,472.56
U0078,2024-11-09 08:13:00,数码电子,7,8491.84
U0168,2024-12-04 12:00:00,美妆个护,6,532.38
U0240,2024-11-15 21:34:00,服装鞋帽,10,12189.2
U0095,2024-05-30 09:55:00,图书文具,3,458.85
U0007,2024-07-24 15:54:00,服装鞋帽,2,2508.52
U0083,2024-06-27 09:51:00,家居日用,1,443.6
U0126,2024-02-22 18:04:00,服装鞋帽,1,1404.44
U0005,2024-02-26 19:13:00,美妆个护,6,980.04
U0033,2024-11-13 09:47:00,食品饮料,3,411.36
U0047,2024-06-15 11:32:00,美妆个护,4,1637.84
U0079,2024-08-02 21:22:00,服装鞋帽,6,5481.72
U0029,2024-10-06 09:09:00,食品饮料,9,65.16
U0062,2024-06-05 17:16:00,数码电子,6,16569.18
U0169,2024-03-22 17:19:00,食品饮料,1,72.57
U0204,2024-03-11 18:02:00,数码电子,2,4882.1
U0208,2024-01-02 19:23:00,数码电子,6,29065.56
U0295,2024-08-06 20:46:00,图书文具,4,370.8
U0148,2024-04-17 10:19:00,服装鞋帽,2,846.16
U0290,2024-11-18 13:14:00,服装鞋帽,10,6925.1
U0048,2024-11-21 16:58:00,家居日用,2,1388.44
U0065,2024-03-23 17:24:00,数码电子,5,23632.2
U0150,2024-02-17 12:58:00,图书文具,4,847.36
U0025,2024-10-10 08:48:00,美妆个护,4,2252.12
U0137,2024-06-12 10:00:00,数码电子,4,14569.36
U0046,2024-04-15 13:47:00,图书文具,1,151.92
U0283,2024-02-23 09:34:00,家居日用,5,3662.45
U0271,2024-05-11 20:58:00,食品饮料,10,1992.7
U0273,2024-02-12 16:40:00,数码电子,2,7169.12
U0168,2024-02-08 08:52:00,家居日用,1,179.38
U0069,2024-10-25 09:39:00,服装鞋帽,2,2214.24
U0161,2024-11-26 09:29:00,数码电子,2,8070.4
U0275,2024-06-12 18:12:00,图书文具,3,560.85
U0091,2024-08-25 15:50:00,图书文具,10,1311.1
U0107,2024-12-10 14:48:00,家居日用,1,717.32
U0137,2024-12-03 15:58:00,美妆个护,2,771.08
U0123,2024-07-06 13:57:00,家居日用,2,1045.92
U0037,2024-11-30 19:17:00,数码电子,6,23617.38
U0186,2024-07-03 20:03:00,图书文具,7,150.99
U0088,2024-11-19 19:14:00,食品饮料,7,1008.21
U0242,2024-04-30 08:37:00,图书文具,5,261.7
U0133,2024-07-20 19:20:00,数码电子,7,25317.6
U0084,2024-03-23 10:03:00,美妆个护,1,199.69
U0283,2024-11-07 17:22:00,食品饮料,5,748.95
U0052,2024-12-09 16:44:00,图书文具,7,2002.56
U0036,2024-04-19 17:48:00,数码电子,10,47085.5
U0097,2024-07-31 20:08:00,图书文具,3,748.56
U0039,2024-05-29 16:53:00,美妆个护,10,5329.4
U0076,2024-11-08 22:21:00,食品饮料,5,425.8
U0160,2024-02-15 11:46:00,美妆个护,1,449.56
U0085,2024-05-13 19:17:00,图书文具,6,988.2
U0209,2024-05-05 18:31:00,数码电子,3,3736.83
U0138,2024-04-24 11:33:00,食品饮料,10,1235.1
U0206,2024-06-15 14:46:00,图书文具,3,312.06
U0152,2024-03-12 18:08:00,食品饮料,1,110.48
U0175,2024-12-19 10:12:00,图书文具,1,191.27
U0239,2024-07-23 08:52:00,美妆个护,7,719.95
U0282,2024-01-17 14:12:00,美妆个护,10,5394.9
U0007,2024-11-09 08:38:00,美妆个护,1,30.51
U0017,2024-06-19 16:58:00,美妆个护,3,1035.57
U0117,2024-10-08 19:15:00,食品饮料,6,876.42
U0120,2024-11-07 08:28:00,食品饮料,6,1016.7
U0118,2024-08-20 14:13:00,美妆个护,3,1487.85
U0271,2024-05-18 12:45:00,图书文具,9,2178.36
U0048,2024-07-12 15:21:00,图书文具,9,2017.89
U0220,2024-04-25 16:48:00,美妆个护,2,475.54
U0045,2024-11-30 11:28:00,服装鞋帽,10,5021.1
U0003,2024-06-30 21:39:00,服装鞋帽,7,4012.89
U0060,2024-11-26 17:30:00,服装鞋帽,2,2005.36
U0049,2024-12-13 22:59:00,数码电子,8,22117.36
U0136,2024-07-19 17:57:00,美妆个护,7,2890.51
U0209,2024-12-20 12:18:00,家居日用,7,3733.52
U0220,2024-08-02 22:02:00,美妆个护,10,5356.9
U0245,2024-03-02 17:11:00,数码电子,6,11770.5
U0104,2024-02-28 16:39:00,美妆个护,2,532.82
U0204,2024-05-17 19:10:00,食品饮料,10,1407.5
U0279,2024-05-25 21:31:00,食品饮料,6,653.88
U0195,2024-06-14 10:29:00,美妆个护,1,326.66
U0156,2024-04-19 20:26:00,家居日用,7,1533.42
U0207,2024-10-05 14:05:00,家居日用,10,5621.7
U0204,2024-06-09 19:07:00,食品饮料,5,278.1
U0070,2024-04-05 10:14:00,美妆个护,8,4141.68
U0176,2024-08-04 15:45:00,服装鞋帽,8,4065.44
U0104,2024-03-17 13:17:00,数码电子,8,10260.72
U0182,2024-09-12 13:47:00,服装鞋帽,4,5430.2
U0287,2024-03-31 20:09:00,服装鞋帽,3,2608.83
U0253,2024-09-25 08:34:00,家居日用,5,3145.75
U0291,2024-03-26 13:30:00,图书文具,8,1512.0
U0183,2024-07-25 18:57:00,服装鞋帽,3,2844.54
U0125,2024-05-17 10:24:00,家居日用,3,1078.23
U0074,2024-03-01 18:24:00,家居日用,3,2088.12
U0139,2024-04-19 09:54:00,家居日用,5,2550.65
U0051,2024-05-28 19:49:00,家居日用,6,3872.94
U0166,2024-01-14 18:31:00,服装鞋帽,2,1125.54
U0182,2024-07-28 15:22:00,服装鞋帽,5,4792.6
U0059,2024-12-10 16:53:00,数码电子,6,4939.32
U0064,2024-11-22 11:00:00,家居日用,6,2217.54
U0209,2024-04-02 21:13:00,数码电子,4,13770.84
U0059,2024-02-12 22:11:00,图书文具,4,1153.88
U0131,2024-06-04 15:25:00,图书文具,2,347.84
U0230,2024-11-17 11:53:00,数码电子,8,4158.4
U0299,2024-05-29 11:07:00,美妆个护,8,1230.88
U0209,2024-05-07 11:51:00,图书文具,7,1070.72
U0239,2024-06-03 12:22:00,食品饮料,3,132.33
U0293,2024-08-21 08:46:00,食品饮料,8,1507.6
U0222,2024-12-31 11:59:00,美妆个护,7,1747.62
U0273,2024-03-04 17:29:00,美妆个护,3,1020.27
U0098,2024-03-11 19:57:00,数码电子,4,1293.4
U0216,2024-02-21 22:36:00,家居日用,3,2365.17
U0296,2024-03-12 15:43:00,服装鞋帽,8,2823.76
U0056,2024-02-29 17:38:00,家居日用,1,289.42
U0013,2024-02-05 12:25:00,图书文具,4,193.36
U0166,2024-12-09 22:55:00,图书文具,2,499.3
U0011,2024-10-28 21:04:00,图书文具,10,1541.3
U0238,2024-12-20 19:47:00,家居日用,7,525.0
U0247,2024-08-10 22:41:00,食品饮料,7,112.77
U0184,2024-08-13 16:21:00,美妆个护,9,3177.81
U0106,2024-09-27 22:54:00,美妆个护,1,463.79
U0040,2024-05-27 17:26:00,美妆个护,2,586.2
U0201,2024-11-27 19:37:00,服装鞋帽,7,1414.07
U0048,2024-01-18 14:38:00,家居日用,9,3743.46
U0229,2024-03-17 16:59:00,数码电子,6,7125.84
U0039,2024-03-12 16:12:00,服装鞋帽,6,1341.18
U0120,2024-08-07 12:29:00,服装鞋帽,3,896.31
U0226,2024-07-26 13:31:00,美妆个护,6,3495.36
U0072,2024-11-13 16:05:00,图书文具,3,845.91
U0256,2024-07-05 19:48:00,服装鞋帽,5,1437.15
U0127,2024-10-13 21:20:00,数码电子,4,5143.44
U0013,2024-02-14 22:41:00,数码电子,1,3155.28
U0205,2024-12-02 13:35:00,食品饮料,1,73.49
U0273,2024-02-27 15:49:00,服装鞋帽,7,3209.15
U0264,2024-11-10 17:46:00,服装鞋帽,7,276.22
U0156,2024-07-07 14:01:00,图书文具,2,312.62
U0286,2024-12-24 20:31:00,数码电子,2,1790.02
U0094,2024-05-28 14:16:00,服装鞋帽,4,4059.8
U0180,2024-07-20 19:30:00,美妆个护,7,2682.89
U0137,2024-06-30 22:00:00,家居日用,3,1816.35
U0208,2024-09-21 22:11:00,食品饮料,9,1112.58
U0072,2024-06-03 21:11:00,食品饮料,8,351.76
U0139,2024-04-12 18:30:00,食品饮料,1,51.2
U0221,2024-07-31 12:39:00,图书文具,6,147.12
U0192,2024-11-05 15:40:00,食品饮料,3,259.86
U0149,2024-04-24 09:39:00,服装鞋帽,7,2941.96
U0273,2024-01-06 10:55:00,图书文具,2,375.58
U0293,2024-08-31 11:21:00,数码电子,1,1444.0
U0058,2024-09-25 11:57:00,食品饮料,9,653.76
U0188,2024-03-23 17:59:00,服装鞋帽,8,3922.8
U0284,2024-07-28 15:32:00,家居日用,8,6014.48
U0137,2024-07-02 19:30:00,图书文具,9,2469.6
U0067,2024-09-06 15:53:00,数码电子,9,33914.97
U0010,2024-07-29 10:23:00,美妆个护,3,1377.27
U0113,2024-09-27 10:11:00,食品饮料,5,268.2
U0175,2024-06-10 14:30:00,数码电子,4,15197.8
U0132,2024-03-27 14:47:00,食品饮料,6,253.02
U0158,2024-05-28 16:19:00,食品饮料,4,113.52
U0294,2024-09-09 22:57:00,数码电子,4,14730.88
U0025,2024-10-03 15:56:00,数码电子,5,9039.5
U0112,2024-12-29 22:22:00,家居日用,2,187.24
U0227,2024-08-01 15:22:00,服装鞋帽,8,4938.32
U0180,2024-07-18 14:10:00,美妆个护,5,386.35
U0181,2024-11-06 12:55:00,服装鞋帽,6,2073.6
U0073,2024-02-28 09:00:00,家居日用,3,1591.17
U0108,2024-11-27 14:25:00,美妆个护,8,1535.12
U0220,2024-04-03 16:38:00,数码电子,5,6191.75
U0162,2024-09-03 22:51:00,食品饮料,1,94.3
U0040,2024-04-10 22:00:00,食品饮料,9,1058.76
U0182,2024-11-30 08:21:00,图书文具,3,325.47
U0008,2024-07-08 22:16:00,食品饮料,6,274.62
U0145,2024-06-14 08:47:00,图书文具,6,1031.28
U0014,2024-08-26 15:14:00,图书文具,1,86.35
U0163,2024-02-29 13:04:00,图书文具,10,2067.4
U0217,2024-01-26 22:04:00,数码电子,4,5145.48
U0059,2024-08-29 09:03:00,食品饮料,9,1299.42
U0013,2024-02-13 14:14:00,服装鞋帽,3,428.7
U0100,2024-06-11 17:47:00,家居日用,8,2100.24
U0145,2024-11-22 18:49:00,食品饮料,3,222.63
U0141,2024-11-09 21:36:00,图书文具,4,676.48
U0208,2024-08-07 21:03:00,美妆个护,10,1175.6
U0237,2024-07-12 22:02:00,图书文具,8,1225.76
U0171,2024-06-07 16:38:00,美妆个护,2,1067.98
U0103,2024-05-04 16:15:00,服装鞋帽,10,4927.9
U0197,2024-08-08 14:59:00,数码电子,7,29211.0
U0122,2024-04-17 11:28:00,图书文具,10,2540.4
U0096,2024-08-16 17:19:00,图书文具,8,132.64
U0106,2024-05-18 18:16:00,家居日用,4,779.12
U0214,2024-10-17 13:00:00,家居日用,6,3772.86
U0267,2024-09-07 17:02:00,食品饮料,7,662.41
U0018,2024-04-22 18:40:00,食品饮料,7,124.67
U0125,2024-06-23 12:46:00,家居日用,7,2377.06
U0237,2024-09-04 22:24:00,数码电子,10,4664.3
U0094,2024-05-06 16:24:00,图书文具,3,548.16
U0226,2024-09-22 10:10:00,服装鞋帽,5,6286.85
U0173,2024-07-27 21:01:00,家居日用,9,3073.59
U0054,2024-11-26 08:50:00,数码电子,3,575.49
U0144,2024-09-18 16:43:00,服装鞋帽,10,8948.8
U0246,2024-05-09 17:58:00,服装鞋帽,8,10873.92
U0063,2024-01-12 20:42:00,食品饮料,1,49.09
U0008,2024-11-20 17:15:00,家居日用,6,1659.54
U0076,2024-04-10 21:22:00,图书文具,10,2005.2
U0180,2024-05-03 20:36:00,美妆个护,3,902.85
U0275,2024-04-15 12:36:00,服装鞋帽,7,1793.61
U0148,2024-10-07 13:35:00,数码电子,6,4029.3
U0146,2024-12-21 21:44:00,服装鞋帽,7,8471.33
U0221,2024-12-21 13:51:00,家居日用,4,425.88
U0038,2024-03-10 11:46:00,食品饮料,4,545.0
U0050,2024-12-03 12:19:00,图书文具,5,146.0
U0300,2024-10-16 20:41:00,食品饮料,10,1034.0
U0068,2024-05-26 17:29:00,服装鞋帽,9,6978.69
U0095,2024-06-29 09:58:00,家居日用,10,3477.1
U0273,2024-12-17 21:38:00,美妆个护,8,3980.0
U0004,2024-11-22 17:46:00,数码电子,1,4455.07
U0047,2024-06-29 17:06:00,数码电子,10,43345.3
U0108,2024-01-19 17:10:00,数码电子,3,4966.29
U0283,2024-06-30 09:48:00,数码电子,6,13043.16
U0166,2024-10-10 16:31:00,美妆个护,10,4215.7
U0296,2024-08-12 20:55:00,食品饮料,6,285.9
U0246,2024-07-26 20:21:00,食品饮料,4,567.08
U0283,2024-02-10 09:31:00,数码电子,9,41830.65
U0073,2024-03-16 17:08:00,数码电子,9,11970.27
U0276,2024-02-08 19:01:00,食品饮料,3,335.67
U0159,2024-02-26 21:01:00,美妆个护,5,1772.95
U0125,2024-12-24 15:20:00,数码电子,5,15122.55
U0162,2024-05-07 17:11:00,图书文具,8,2049.76
U0173,2024-01-22 21:15:00,美妆个护,4,1484.72
U0096,2024-06-12 11:17:00,图书文具,3,239.46
U0123,2024-07-05 12:03:00,美妆个护,8,752.88
U0231,2024-07-24 13:11:00,食品饮料,7,794.71
U0199,2024-02-15 22:43:00,食品饮料,9,853.47
U0044,2024-04-07 12:44:00,服装鞋帽,4,3912.04
U0256,2024-07-24 22:42:00,食品饮料,5,719.35
U0273,2024-03-23 21:53:00,图书文具,7,1718.57
U0251,2024-07-30 10:04:00,食品饮料,6,980.34
U0095,2024-10-04 09:44:00,美妆个护,9,2215.26
U0129,2024-07-30 19:22:00,服装鞋帽,7,10369.66
U0054,2024-08-05 10:19:00,图书文具,3,734.04
U0058,2024-04-20 08:16:00,数码电子,4,13707.4
U0029,2024-04-21 10:32:00,服装鞋帽,3,3029.79
U0204,2024-07-30 20:19:00,食品饮料,7,1226.47
U0275,2024-04-11 18:44:00,服装鞋帽,9,4034.52
U0052,2024-04-20 12:44:00,图书文具,3,215.04
U0200,2024-10-24 17:47:00,服装鞋帽,10,4681.7
U0077,2024-05-16 11:55:00,服装鞋帽,7,10247.65
U0207,2024-09-23 17:41:00,服装鞋帽,6,4794.72
U0275,2024-08-17 08:41:00,家居日用,1,781.86
U0052,2024-09-19 18:38:00,美妆个护,4,520.64
U0154,2024-12-23 21:11:00,服装鞋帽,3,4109.01
U0046,2024-11-04 15:15:00,食品饮料,9,1507.23
U0054,2024-04-25 13:03:00,服装鞋帽,1,1023.87
U0122,2024-01-11 19:53:00,食品饮料,7,1113.35
U0028,2024-08-22 22:56:00,数码电子,9,3213.72
U0164,2024-09-26 21:34:00,图书文具,1,36.37
U0238,2024-04-02 20:14:00,图书文具,8,2366.48
U0106,2024-02-16 12:53:00,家居日用,10,585.4
U0087,2024-08-04 17:06:00,图书文具,1,286.6
U0169,2024-11-25 17:56:00,美妆个护,2,505.7
U0161,2024-01-01 19:52:00,家居日用,2,80.18
U0132,2024-08-05 11:00:00,图书文具,2,524.42
U0291,2024-01-08 20:23:00,服装鞋帽,4,3296.84
U0123,2024-10-25 18:31:00,图书文具,9,1097.19
U0016,2024-12-20 22:58:00,服装鞋帽,4,3732.68
U0039,2024-10-30 21:25:00,食品饮料,4,176.6
U0278,2024-07-21 09:43:00,家居日用,4,2515.76
U0181,2024-09-11 14:00:00,数码电子,10,48561.5
U0237,2024-03-10 19:07:00,图书文具,3,471.9
U0095,2024-09-10 12:29:00,食品饮料,10,988.5
U0229,2024-01-12 13:29:00,服装鞋帽,7,10320.17
U0247,2024-01-29 08:42:00,图书文具,5,673.8
U0180,2024-06-20 13:17:00,服装鞋帽,7,9495.71
U0236,2024-07-04 08:43:00,服装鞋帽,10,6784.9
U0210,2024-07-14 08:33:00,美妆个护,8,2733.76
U0172,2024-05-13 17:24:00,食品饮料,5,428.8
U0144,2024-12-16 21:38:00,家居日用,3,1512.78
U0265,2024-05-29 12:22:00,美妆个护,10,1843.5
U0251,2024-10-21 17:14:00,美妆个护,3,380.97
U0029,2024-02-04 13:11:00,图书文具,3,796.95
U0008,2024-05-01 11:46:00,家居日用,3,177.03
U0045,2024-05-15 14:15:00,美妆个护,3,1587.78
U0015,2024-11-22 13:33:00,食品饮料,6,663.3
U0001,2024-09-22 18:15:00,图书文具,8,740.0
U0012,2024-12-10 08:59:00,数码电子,9,7848.63
U0279,2024-06-19 13:46:00,美妆个护,9,924.12
U0141,2024-02-12 21:27:00,数码电子,9,2918.79
U0056,2024-06-03 22:08:00,家居日用,1,27.55
U0249,2024-11-18 17:07:00,图书文具,8,784.24
U0094,2024-09-25 12:24:00,家居日用,6,2987.1
U0066,2024-10-27 09:46:00,家居日用,2,1011.84
U0203,2024-05-26 10:38:00,美妆个护,10,5271.0
U0045,2024-08-03 16:00:00,服装鞋帽,7,6510.35
U0275,2024-12-03 19:54:00,家居日用,1,667.76
U0180,2024-09-09 21:48:00,美妆个护,10,5362.8
U0127,2024-06-16 13:12:00,图书文具,7,1209.04
U0150,2024-01-16 19:47:00,服装鞋帽,8,2106.72
U0214,2024-03-25 17:39:00,美妆个护,9,2315.43
U0134,2024-05-30 10:22:00,服装鞋帽,7,6271.02
U0077,2024-05-25 14:14:00,食品饮料,5,484.95
U0088,2024-10-29 15:50:00,数码电子,7,27384.35
U0134,2024-12-12 16:52:00,美妆个护,9,4336.38
U0090,2024-10-22 20:12:00,食品饮料,7,468.09
U0246,2024-04-26 19:16:00,家居日用,9,1389.33
U0058,2024-10-23 13:10:00,食品饮料,6,136.86
U0075,2024-05-21 09:39:00,服装鞋帽,7,6114.92
U0225,2024-05-31 10:17:00,食品饮料,4,337.76
U0237,2024-02-04 21:00:00,家居日用,9,250.47
U0126,2024-12-10 09:28:00,服装鞋帽,7,4631.34
U0016,2024-06-30 10:08:00,食品饮料,10,402.5
U0236,2024-12-25 14:17:00,数码电子,9,25181.19
U0134,2024-01-21 17:05:00,食品饮料,7,1022.0
U0010,2024-01-30 16:51:00,数码电子,8,16252.4
U0015,2024-01-04 22:39:00,食品饮料,9,560.16
U0209,2024-09-28 22:34:00,食品饮料,4,571.48
U0261,2024-10-02 22:17:00,数码电子,4,19939.6
U0189,2024-04-04 16:07:00,服装鞋帽,9,2090.88
U0267,2024-04-08 12:41:00,美妆个护,4,1240.12
U0268,2024-02-06 17:59:00,食品饮料,4,419.52
U0246,2024-11-07 19:22:00,美妆个护,7,1706.88
U0179,2024-07-15 14:30:00,食品饮料,2,138.14
U0183,2024-07-27 20:01:00,食品饮料,10,1171.4
U0106,2024-03-10 10:57:00,服装鞋帽,2,667.34
U0192,2024-11-20 10:21:00,服装鞋帽,3,2398.23
U0144,2024-08-03 16:03:00,食品饮料,7,1079.47
U0270,2024-12-23 11:06:00,图书文具,3,712.35
U0144,2024-04-20 13:39:00,服装鞋帽,8,1209.12
U0080,2024-03-23 17:16:00,美妆个护,7,3620.33
U0034,2024-02-05 16:05:00,数码电子,7,29917.86
U0126,2024-12-02 21:23:00,服装鞋帽,10,3880.5
U0284,2024-03-15 13:13:00,服装鞋帽,10,1538.6
U0054,2024-07-02 14:29:00,服装鞋帽,8,10485.92
U0112,2024-08-11 13:58:00,食品饮料,1,121.58
U0200,2024-11-07 13:03:00,服装鞋帽,3,834.66
U0104,2024-01-07 18:00:00,服装鞋帽,6,957.48
U0087,2024-02-10 18:10:00,数码电子,5,15992.15
U0063,2024-06-13 16:58:00,食品饮料,3,478.95
U0048,2024-08-11 10:51:00,图书文具,3,757.38
U0253,2024-11-12 22:30:00,食品饮料,8,257.2
U0050,2024-07-24 09:14:00,图书文具,2,382.52
U0264,2024-03-19 10:46:00,美妆个护,9,870.57
U0189,2024-09-12 21:51:00,食品饮料,1,15.95
U0079,2024-08-23 21:56:00,美妆个护,2,234.26
U0192,2024-09-09 16:37:00,图书文具,8,976.32
U0209,2024-12-22 21:24:00,图书文具,4,518.2
U0245,2024-01-22 10:36:00,数码电子,10,33840.6
U0273,2024-12-01 17:54:00,数码电子,4,10354.92
U0081,2024-11-20 12:19:00,服装鞋帽,9,7821.18
U0201,2024-07-15 17:56:00,数码电子,9,25122.87
U0214,2024-10-04 09:54:00,美妆个护,6,2670.36
U0097,2024-01-18 14:00:00,食品饮料,1,28.23
U0260,2024-05-04 09:26:00,服装鞋帽,1,1086.52
U0105,2024-08-15 19:05:00,图书文具,2,41.76
U0056,2024-04-22 20:55:00,数码电子,6,10434.96
U0229,2024-06-19 14:41:00,食品饮料,2,347.76
U0286,2024-09-06 09:57:00,家居日用,3,1945.11
U0146,2024-04-15 14:39:00,图书文具,6,1415.04
U0068,2024-10-31 11:49:00,服装鞋帽,5,4079.75
U0009,2024-09-07 22:11:00,数码电子,3,1959.9
U0198,2024-05-07 11:23:00,服装鞋帽,6,8928.48
U0182,2024-08-28 08:23:00,服装鞋帽,6,5079.96
U0099,2024-03-02 21:28:00,图书文具,4,973.28
U0042,2024-04-07 08:30:00,图书文具,2,185.62
U0273,2024-10-20 21:22:00,食品饮料,8,231.12
U0056,2024-02-26 19:33:00,服装鞋帽,2,618.98
U0198,2024-11-16 10:00:00,服装鞋帽,5,6468.4
U0061,2024-02-23 15:25:00,家居日用,1,670.77
U0192,2024-06-19 08:56:00,服装鞋帽,7,10302.39
U0181,2024-11-22 19:14:00,数码电子,4,15139.84
U0016,2024-11-22 10:01:00,数码电子,2,3172.06
U0140,2024-11-21 13:31:00,食品饮料,4,537.44
U0239,2024-02-27 13:18:00,数码电子,6,12581.46
U0279,2024-01-23 17:12:00,家居日用,10,5904.2
U0036,2024-04-18 14:26:00,食品饮料,5,162.65
U0055,2024-04-06 14:37:00,图书文具,10,2315.5
U0067,2024-12-08 20:33:00,食品饮料,9,977.13
