user_id,Recency,Frequency,Monetary,Recency_scaled,Frequency_scaled,Monetary_scaled,cluster,user_segment
U0286,7,10,33602.57,0.0220125786163522,0.4285714285714285,0.2692504769033877,0,中等价值用户
U0287,50,6,72080.0,0.1572327044025157,0.238095238095238,0.5789554004781107,1,高价值用户
U0288,2,5,15477.19,0.0062893081761006,0.1904761904761904,0.1233592511208235,0,中等价值用户
U0289,22,9,23199.49,0.0691823899371069,0.3809523809523809,0.1855160617841418,0,中等价值用户
U0290,9,7,11434.33,0.0283018867924528,0.2857142857142857,0.0908182615764776,0,中等价值用户
U0291,34,4,13358.64,0.1069182389937107,0.1428571428571428,0.1063070372427337,0,中等价值用户
U0292,29,6,81246.3,0.0911949685534591,0.238095238095238,0.6527349705004065,1,高价值用户
U0293,26,11,51148.08,0.0817610062893081,0.4761904761904761,0.4104743277070807,1,高价值用户
U0294,26,9,28424.51,0.0817610062893081,0.3809523809523809,0.2275722599183831,0,中等价值用户
U0295,147,3,5507.12,0.4622641509433962,0.0952380952380952,0.0431101344988288,2,低流失风险用户
U0296,36,5,7998.870000000001,0.1132075471698113,0.1904761904761904,0.0631662360450422,0,中等价值用户
U0297,183,4,52395.37,0.5754716981132075,0.1428571428571428,0.4205137678184789,2,低流失风险用户
U0299,103,4,6644.27,0.3238993710691824,0.1428571428571428,0.0522630574940236,2,低流失风险用户
U0300,76,6,7433.74,0.2389937106918239,0.238095238095238,0.0586175033604584,0,中等价值用户
