user_id,order_time,category,quantity,amount,year,month,weekday,weekday_name
U0222,2024-04-28 14:48:00,家居日用,9,3957.93,2024,4,7,周日
U0149,2024-05-28 21:07:00,图书文具,8,1356.4,2024,5,2,周二
U0151,2024-08-23 18:21:00,图书文具,9,2533.77,2024,8,5,周五
U0285,2024-09-25 09:01:00,美妆个护,5,2205.35,2024,9,3,周三
U0283,2024-02-19 22:14:00,服装鞋帽,7,8860.81,2024,2,1,周一
U0278,2024-06-19 12:32:00,服装鞋帽,6,5163.48,2024,6,3,周三
U0030,2024-10-21 19:46:00,食品饮料,5,181.05,2024,10,1,周一
U0186,2024-05-23 15:00:00,家居日用,5,3531.75,2024,5,4,周四
U0104,2024-08-11 17:33:00,服装鞋帽,9,7613.73,2024,8,7,周日
U0231,2024-08-06 18:01:00,食品饮料,9,1017.63,2024,8,2,周二
U0086,2024-08-21 17:57:00,图书文具,1,8.25,2024,8,3,周三
U0121,2024-01-20 18:15:00,服装鞋帽,7,5049.59,2024,1,6,周六
U0211,2024-04-10 17:03:00,美妆个护,4,1755.2,2024,4,3,周三
U0024,2024-08-14 17:36:00,图书文具,5,27.75,2024,8,3,周三
U0202,2024-02-07 21:03:00,家居日用,9,2846.34,2024,2,3,周三
U0273,2024-04-28 14:03:00,美妆个护,3,172.86,2024,4,7,周日
U0186,2024-02-24 11:03:00,图书文具,8,1636.48,2024,2,6,周六
U0082,2024-06-07 19:59:00,服装鞋帽,1,965.64,2024,6,5,周五
U0211,2024-05-31 20:11:00,图书文具,10,2137.7,2024,5,5,周五
U0192,2024-01-19 20:35:00,图书文具,7,1553.79,2024,1,5,周五
U0146,2024-11-14 11:48:00,服装鞋帽,9,12615.12,2024,11,4,周四
U0161,2024-07-16 11:19:00,服装鞋帽,6,8921.76,2024,7,2,周二
U0124,2024-03-15 14:08:00,数码电子,5,4815.8,2024,3,5,周五
U0061,2024-05-17 09:02:00,美妆个护,1,359.77,2024,5,5,周五
U0118,2024-07-16 08:58:00,美妆个护,3,1696.77,2024,7,2,周二
U0035,2024-10-28 17:50:00,美妆个护,5,1494.65,2024,10,1,周一
U0074,2024-07-10 12:35:00,图书文具,10,287.8,2024,7,3,周三
U0231,2024-10-21 09:34:00,食品饮料,8,1178.0,2024,10,1,周一
U0297,2024-06-30 21:59:00,家居日用,9,5432.31,2024,6,7,周日
U0152,2024-02-05 12:29:00,家居日用,10,2329.3,2024,2,1,周一
U0220,2024-06-11 14:27:00,图书文具,8,2340.64,2024,6,2,周二
U0182,2024-04-15 16:12:00,图书文具,9,1339.47,2024,4,1,周一
U0184,2024-04-16 11:17:00,数码电子,9,15860.79,2024,4,2,周二
U0178,2024-01-07 13:14:00,数码电子,8,22113.52,2024,1,7,周日
U0143,2024-07-17 12:41:00,数码电子,8,10702.24,2024,7,3,周三
U0165,2024-11-09 12:17:00,美妆个护,3,1321.77,2024,11,6,周六
U0161,2024-06-26 12:03:00,数码电子,9,38344.95,2024,6,3,周三
U0289,2024-03-21 15:33:00,家居日用,10,4386.1,2024,3,4,周四
U0086,2024-06-25 08:33:00,图书文具,6,1529.04,2024,6,2,周二
U0005,2024-01-02 13:47:00,食品饮料,2,48.04,2024,1,2,周二
U0144,2024-05-04 14:21:00,家居日用,8,5053.68,2024,5,6,周六
U0294,2024-02-28 17:34:00,服装鞋帽,1,326.0,2024,2,3,周三
U0277,2024-01-20 17:03:00,图书文具,4,632.88,2024,1,6,周六
U0232,2024-07-31 22:21:00,家居日用,9,4072.86,2024,7,3,周三
U0284,2024-01-26 08:01:00,食品饮料,8,763.76,2024,1,5,周五
U0044,2024-04-06 17:51:00,服装鞋帽,6,3460.44,2024,4,6,周六
U0279,2024-03-29 18:49:00,服装鞋帽,3,2035.14,2024,3,5,周五
U0267,2024-09-24 17:07:00,家居日用,9,4196.7,2024,9,2,周二
U0085,2024-03-12 14:08:00,图书文具,8,1267.68,2024,3,2,周二
U0268,2024-09-19 10:44:00,服装鞋帽,2,556.44,2024,9,4,周四
U0220,2024-05-08 14:07:00,美妆个护,5,1376.95,2024,5,3,周三
U0246,2024-10-01 16:11:00,服装鞋帽,7,10161.76,2024,10,2,周二
U0063,2024-04-18 14:52:00,美妆个护,2,232.5,2024,4,4,周四
U0102,2024-08-10 18:54:00,服装鞋帽,5,4264.2,2024,8,6,周六
U0196,2024-10-07 11:33:00,数码电子,5,24343.05,2024,10,1,周一
U0265,2024-05-13 10:59:00,家居日用,9,3439.98,2024,5,1,周一
U0213,2024-08-03 09:21:00,服装鞋帽,10,3891.8,2024,8,6,周六
U0156,2024-09-04 17:32:00,美妆个护,3,307.02,2024,9,3,周三
U0041,2024-11-02 22:17:00,数码电子,9,19851.75,2024,11,6,周六
U0150,2024-09-29 12:43:00,服装鞋帽,3,227.22,2024,9,7,周日
U0272,2024-03-06 10:39:00,家居日用,7,994.21,2024,3,3,周三
U0148,2024-05-03 08:07:00,服装鞋帽,4,5214.36,2024,5,5,周五
U0294,2024-05-22 22:20:00,服装鞋帽,9,4291.2,2024,5,3,周三
U0142,2024-02-08 16:34:00,家居日用,2,1048.22,2024,2,4,周四
U0134,2024-09-07 18:22:00,服装鞋帽,2,1374.34,2024,9,6,周六
U0038,2024-05-21 11:52:00,图书文具,3,380.28,2024,5,2,周二
U0084,2024-10-07 15:23:00,图书文具,10,2900.4,2024,10,1,周一
U0150,2024-03-23 21:50:00,服装鞋帽,10,10579.9,2024,3,6,周六
U0284,2024-06-21 14:13:00,食品饮料,7,762.09,2024,6,5,周五
U0275,2024-04-29 13:52:00,美妆个护,4,303.96,2024,4,1,周一
U0286,2024-09-21 08:55:00,家居日用,9,5952.42,2024,9,6,周六
U0227,2024-11-29 21:40:00,家居日用,4,2812.08,2024,11,5,周五
U0002,2024-12-26 20:45:00,图书文具,9,2670.84,2024,12,4,周四
U0255,2024-07-01 20:48:00,图书文具,3,251.97,2024,7,1,周一
U0050,2024-09-11 12:04:00,家居日用,5,2415.95,2024,9,3,周三
U0201,2024-11-19 10:16:00,数码电子,8,38250.64,2024,11,2,周二
U0008,2024-10-27 14:46:00,家居日用,6,2119.98,2024,10,7,周日
U0047,2024-01-15 16:18:00,数码电子,4,8978.92,2024,1,1,周一
U0232,2024-01-21 10:37:00,家居日用,9,5085.72,2024,1,7,周日
U0132,2024-11-06 14:27:00,家居日用,4,1255.04,2024,11,3,周三
U0067,2024-12-07 19:01:00,数码电子,7,34440.07,2024,12,6,周六
U0072,2024-03-27 13:05:00,图书文具,9,52.74,2024,3,3,周三
U0061,2024-09-24 13:25:00,服装鞋帽,8,3048.96,2024,9,2,周二
U0093,2024-04-18 08:34:00,图书文具,3,411.0,2024,4,4,周四
U0177,2024-05-20 20:37:00,食品饮料,1,47.72,2024,5,1,周一
U0043,2024-12-18 17:38:00,美妆个护,5,1758.95,2024,12,3,周三
U0106,2024-12-28 13:40:00,食品饮料,8,175.84,2024,12,6,周六
U0041,2024-01-17 15:20:00,服装鞋帽,7,6124.51,2024,1,3,周三
U0039,2024-07-10 18:45:00,服装鞋帽,1,603.11,2024,7,3,周三
U0019,2024-11-27 15:07:00,美妆个护,5,848.7,2024,11,3,周三
U0240,2024-10-27 17:38:00,家居日用,10,5799.0,2024,10,7,周日
U0153,2024-12-12 21:22:00,图书文具,7,118.72,2024,12,4,周四
U0146,2024-11-19 21:32:00,家居日用,2,165.8,2024,11,2,周二
U0239,2024-03-24 08:32:00,家居日用,10,2636.5,2024,3,7,周日
U0041,2024-09-14 22:28:00,食品饮料,10,755.7,2024,9,6,周六
U0266,2024-07-28 10:53:00,食品饮料,9,315.81,2024,7,7,周日
U0259,2024-03-24 13:26:00,美妆个护,2,654.8,2024,3,7,周日
U0296,2024-09-14 08:40:00,图书文具,3,412.23,2024,9,6,周六
U0213,2024-03-02 08:30:00,食品饮料,7,1149.82,2024,3,6,周六
U0294,2024-10-10 12:53:00,服装鞋帽,2,1247.46,2024,10,4,周四
U0073,2024-05-01 21:59:00,家居日用,2,627.1,2024,5,3,周三
U0195,2024-06-04 19:14:00,食品饮料,7,470.26,2024,6,2,周二
U0048,2024-06-08 17:58:00,食品饮料,6,855.54,2024,6,6,周六
U0167,2024-10-16 15:27:00,美妆个护,7,718.9,2024,10,3,周三
U0056,2024-11-16 08:46:00,家居日用,3,90.3,2024,11,6,周六
U0126,2024-10-31 08:37:00,美妆个护,8,1851.68,2024,10,4,周四
U0116,2024-07-22 13:00:00,家居日用,1,121.04,2024,7,1,周一
U0067,2024-03-15 20:03:00,数码电子,6,27791.4,2024,3,5,周五
U0234,2024-02-20 09:05:00,服装鞋帽,5,2275.95,2024,2,2,周二
U0122,2024-05-04 12:41:00,家居日用,5,1922.35,2024,5,6,周六
U0134,2024-07-14 09:59:00,食品饮料,1,22.2,2024,7,7,周日
U0059,2024-05-05 11:16:00,美妆个护,6,2004.12,2024,5,7,周日
U0165,2024-10-31 20:33:00,美妆个护,6,979.26,2024,10,4,周四
U0042,2024-12-19 20:50:00,数码电子,1,2561.86,2024,12,4,周四
U0021,2024-10-26 18:38:00,家居日用,3,421.62,2024,10,6,周六
U0280,2024-05-04 10:12:00,数码电子,4,8155.24,2024,5,6,周六
U0273,2024-04-08 19:17:00,图书文具,9,2149.11,2024,4,1,周一
U0275,2024-06-13 14:20:00,家居日用,5,1928.4,2024,6,4,周四
U0164,2024-05-26 22:26:00,美妆个护,2,877.68,2024,5,7,周日
U0173,2024-02-16 19:53:00,美妆个护,6,2871.0,2024,2,5,周五
U0005,2024-07-02 11:40:00,图书文具,10,2834.9,2024,7,2,周二
U0017,2024-05-26 17:47:00,家居日用,4,2768.8,2024,5,7,周日
U0183,2024-09-06 11:37:00,服装鞋帽,1,857.19,2024,9,5,周五
U0203,2024-07-10 16:50:00,数码电子,1,4334.61,2024,7,3,周三
U0219,2024-03-22 19:50:00,家居日用,7,5356.96,2024,3,5,周五
U0048,2024-11-24 15:51:00,美妆个护,1,391.32,2024,11,7,周日
U0225,2024-12-17 15:18:00,图书文具,3,411.75,2024,12,2,周二
U0013,2024-07-07 22:54:00,数码电子,6,20725.32,2024,7,7,周日
U0171,2024-11-18 13:09:00,数码电子,5,9128.2,2024,11,1,周一
U0194,2024-06-17 15:34:00,图书文具,9,2151.45,2024,6,1,周一
U0163,2024-01-19 09:07:00,数码电子,1,494.57,2024,1,5,周五
U0030,2024-05-14 10:00:00,家居日用,9,4590.0,2024,5,2,周二
U0037,2024-05-20 15:07:00,美妆个护,9,4179.15,2024,5,1,周一
U0164,2024-02-04 09:39:00,食品饮料,2,40.28,2024,2,7,周日
U0260,2024-12-23 18:34:00,服装鞋帽,2,77.9,2024,12,1,周一
U0083,2024-05-02 13:15:00,数码电子,8,4872.08,2024,5,4,周四
U0162,2024-08-21 19:15:00,图书文具,2,53.02,2024,8,3,周三
U0013,2024-07-02 22:30:00,家居日用,2,463.98,2024,7,2,周二
U0215,2024-04-29 21:54:00,服装鞋帽,6,3015.6,2024,4,1,周一
U0053,2024-10-21 08:16:00,食品饮料,5,57.85,2024,10,1,周一
U0053,2024-10-01 16:24:00,图书文具,1,217.34,2024,10,2,周二
U0032,2024-03-14 17:35:00,图书文具,4,771.76,2024,3,4,周四
U0014,2024-06-26 19:45:00,家居日用,5,3225.65,2024,6,3,周三
U0022,2024-01-30 22:03:00,美妆个护,7,3065.86,2024,1,2,周二
U0012,2024-04-28 22:13:00,数码电子,2,8255.4,2024,4,7,周日
U0127,2024-03-15 16:11:00,食品饮料,9,45.27,2024,3,5,周五
U0154,2024-09-30 13:37:00,食品饮料,7,831.18,2024,9,1,周一
U0264,2024-11-20 19:56:00,美妆个护,9,2060.46,2024,11,3,周三
U0147,2024-05-16 18:33:00,家居日用,4,2533.04,2024,5,4,周四
U0141,2024-03-23 08:05:00,家居日用,3,241.62,2024,3,6,周六
U0186,2024-08-05 20:32:00,家居日用,9,5094.45,2024,8,1,周一
U0175,2024-01-23 12:20:00,服装鞋帽,5,7250.45,2024,1,2,周二
U0011,2024-09-29 11:46:00,食品饮料,9,229.95,2024,9,7,周日
U0211,2024-05-19 12:41:00,食品饮料,5,511.1,2024,5,7,周日
U0028,2024-02-10 10:46:00,数码电子,3,5641.74,2024,2,6,周六
U0013,2024-07-28 12:12:00,家居日用,2,354.96,2024,7,7,周日
U0166,2024-11-05 15:21:00,食品饮料,4,548.68,2024,11,2,周二
U0173,2024-08-24 09:08:00,家居日用,2,1184.62,2024,8,6,周六
U0149,2024-01-28 15:53:00,图书文具,1,267.61,2024,1,7,周日
U0252,2024-08-22 10:12:00,食品饮料,1,26.74,2024,8,4,周四
U0138,2024-02-22 19:46:00,美妆个护,10,285.2,2024,2,4,周四
U0165,2024-04-11 15:01:00,图书文具,1,41.69,2024,4,4,周四
U0138,2024-06-11 16:02:00,图书文具,1,272.29,2024,6,2,周二
U0024,2024-01-29 18:24:00,家居日用,10,4200.4,2024,1,1,周一
U0230,2024-11-16 11:54:00,家居日用,1,421.82,2024,11,6,周六
U0186,2024-10-09 13:52:00,数码电子,9,5805.27,2024,10,3,周三
U0134,2024-08-11 12:24:00,食品饮料,7,742.0,2024,8,7,周日
U0244,2024-11-08 21:11:00,服装鞋帽,5,4901.45,2024,11,5,周五
U0135,2024-08-15 22:50:00,食品饮料,8,1261.76,2024,8,4,周四
U0217,2024-02-14 13:58:00,家居日用,8,495.2,2024,2,3,周三
U0157,2024-04-07 09:27:00,美妆个护,7,2866.85,2024,4,7,周日
U0004,2024-03-30 15:08:00,美妆个护,8,4759.76,2024,3,6,周六
U0143,2024-10-14 19:21:00,食品饮料,1,48.95,2024,10,1,周一
U0199,2024-12-27 16:25:00,食品饮料,10,664.5,2024,12,5,周五
U0267,2024-06-29 15:39:00,家居日用,1,282.7,2024,6,6,周六
U0052,2024-04-11 15:53:00,家居日用,9,6418.89,2024,4,4,周四
U0174,2024-08-29 17:48:00,数码电子,5,12558.5,2024,8,4,周四
U0248,2024-02-23 08:49:00,图书文具,2,152.72,2024,2,5,周五
U0061,2024-05-01 12:45:00,美妆个护,6,1075.98,2024,5,3,周三
U0086,2024-07-28 21:09:00,图书文具,3,161.7,2024,7,7,周日
U0093,2024-01-08 19:44:00,服装鞋帽,1,231.39,2024,1,1,周一
U0050,2024-01-11 22:27:00,家居日用,6,576.18,2024,1,4,周四
U0068,2024-12-20 19:47:00,服装鞋帽,10,7981.3,2024,12,5,周五
U0139,2024-12-22 16:17:00,服装鞋帽,7,962.01,2024,12,7,周日
U0154,2024-09-16 19:50:00,美妆个护,2,850.04,2024,9,1,周一
U0299,2024-09-01 09:33:00,美妆个护,10,2966.0,2024,9,7,周日
U0094,2024-11-16 18:38:00,食品饮料,4,460.76,2024,11,6,周六
U0093,2024-03-26 19:08:00,美妆个护,10,4749.6,2024,3,2,周二
U0156,2024-09-11 18:20:00,数码电子,8,33982.48,2024,9,3,周三
U0091,2024-10-04 12:26:00,食品饮料,3,538.38,2024,10,5,周五
U0173,2024-01-10 11:08:00,图书文具,8,2376.64,2024,1,3,周三
U0034,2024-05-08 16:28:00,食品饮料,3,244.59,2024,5,3,周三
U0117,2024-04-03 10:34:00,食品饮料,7,822.78,2024,4,3,周三
U0206,2024-01-17 09:44:00,家居日用,4,1853.32,2024,1,3,周三
U0082,2024-11-19 08:49:00,食品饮料,10,1760.8,2024,11,2,周二
U0116,2024-12-08 17:58:00,服装鞋帽,9,785.07,2024,12,7,周日
U0193,2024-10-04 09:55:00,美妆个护,9,5141.43,2024,10,5,周五
U0197,2024-09-12 18:55:00,服装鞋帽,5,3947.75,2024,9,4,周四
U0282,2024-04-18 19:06:00,数码电子,8,16277.28,2024,4,4,周四
U0132,2024-10-05 17:19:00,数码电子,4,4248.32,2024,10,6,周六
U0041,2024-05-26 14:45:00,家居日用,9,2680.56,2024,5,7,周日
U0271,2024-07-13 22:23:00,服装鞋帽,8,800.24,2024,7,6,周六
U0164,2024-01-24 15:41:00,家居日用,3,1252.11,2024,1,3,周三
U0181,2024-09-04 11:22:00,美妆个护,5,1236.3,2024,9,3,周三
U0181,2024-11-13 16:56:00,美妆个护,9,500.13,2024,11,3,周三
U0138,2024-06-16 14:38:00,图书文具,5,473.3,2024,6,7,周日
U0003,2024-06-27 13:46:00,家居日用,6,3528.36,2024,6,4,周四
U0239,2024-06-17 12:12:00,数码电子,2,8970.8,2024,6,1,周一
U0025,2024-04-21 18:50:00,图书文具,9,1029.87,2024,4,7,周日
U0047,2024-08-15 14:15:00,图书文具,5,825.15,2024,8,4,周四
U0241,2024-09-28 18:54:00,数码电子,10,1523.2,2024,9,6,周六
U0162,2024-09-11 21:08:00,食品饮料,10,989.6,2024,9,3,周三
U0273,2024-11-19 11:46:00,食品饮料,5,571.1,2024,11,2,周二
U0241,2024-11-16 22:24:00,服装鞋帽,4,5837.84,2024,11,6,周六
U0088,2024-07-12 15:14:00,服装鞋帽,6,8303.16,2024,7,5,周五
U0167,2024-05-05 16:16:00,数码电子,9,9147.96,2024,5,7,周日
U0141,2024-03-10 13:19:00,家居日用,5,3433.3,2024,3,7,周日
U0063,2024-02-18 19:47:00,美妆个护,7,2370.2,2024,2,7,周日
U0271,2024-04-09 11:17:00,食品饮料,3,472.56,2024,4,2,周二
U0078,2024-11-09 08:13:00,数码电子,7,8491.84,2024,11,6,周六
U0168,2024-12-04 12:00:00,美妆个护,6,532.38,2024,12,3,周三
U0240,2024-11-15 21:34:00,服装鞋帽,10,12189.2,2024,11,5,周五
U0095,2024-05-30 09:55:00,图书文具,3,458.85,2024,5,4,周四
U0007,2024-07-24 15:54:00,服装鞋帽,2,2508.52,2024,7,3,周三
U0083,2024-06-27 09:51:00,家居日用,1,443.6,2024,6,4,周四
U0126,2024-02-22 18:04:00,服装鞋帽,1,1404.44,2024,2,4,周四
U0005,2024-02-26 19:13:00,美妆个护,6,980.04,2024,2,1,周一
U0033,2024-11-13 09:47:00,食品饮料,3,411.36,2024,11,3,周三
U0047,2024-06-15 11:32:00,美妆个护,4,1637.84,2024,6,6,周六
U0079,2024-08-02 21:22:00,服装鞋帽,6,5481.72,2024,8,5,周五
U0029,2024-10-06 09:09:00,食品饮料,9,65.16,2024,10,7,周日
U0062,2024-06-05 17:16:00,数码电子,6,16569.18,2024,6,3,周三
U0169,2024-03-22 17:19:00,食品饮料,1,72.57,2024,3,5,周五
U0204,2024-03-11 18:02:00,数码电子,2,4882.1,2024,3,1,周一
U0208,2024-01-02 19:23:00,数码电子,6,29065.56,2024,1,2,周二
U0295,2024-08-06 20:46:00,图书文具,4,370.8,2024,8,2,周二
U0148,2024-04-17 10:19:00,服装鞋帽,2,846.16,2024,4,3,周三
U0290,2024-11-18 13:14:00,服装鞋帽,10,6925.1,2024,11,1,周一
U0048,2024-11-21 16:58:00,家居日用,2,1388.44,2024,11,4,周四
U0065,2024-03-23 17:24:00,数码电子,5,23632.2,2024,3,6,周六
U0150,2024-02-17 12:58:00,图书文具,4,847.36,2024,2,6,周六
U0025,2024-10-10 08:48:00,美妆个护,4,2252.12,2024,10,4,周四
U0137,2024-06-12 10:00:00,数码电子,4,14569.36,2024,6,3,周三
U0046,2024-04-15 13:47:00,图书文具,1,151.92,2024,4,1,周一
U0283,2024-02-23 09:34:00,家居日用,5,3662.45,2024,2,5,周五
U0271,2024-05-11 20:58:00,食品饮料,10,1992.7,2024,5,6,周六
U0273,2024-02-12 16:40:00,数码电子,2,7169.12,2024,2,1,周一
U0168,2024-02-08 08:52:00,家居日用,1,179.38,2024,2,4,周四
U0069,2024-10-25 09:39:00,服装鞋帽,2,2214.24,2024,10,5,周五
U0161,2024-11-26 09:29:00,数码电子,2,8070.4,2024,11,2,周二
U0275,2024-06-12 18:12:00,图书文具,3,560.85,2024,6,3,周三
U0091,2024-08-25 15:50:00,图书文具,10,1311.1,2024,8,7,周日
U0107,2024-12-10 14:48:00,家居日用,1,717.32,2024,12,2,周二
U0137,2024-12-03 15:58:00,美妆个护,2,771.08,2024,12,2,周二
U0123,2024-07-06 13:57:00,家居日用,2,1045.92,2024,7,6,周六
U0037,2024-11-30 19:17:00,数码电子,6,23617.38,2024,11,6,周六
U0186,2024-07-03 20:03:00,图书文具,7,150.99,2024,7,3,周三
U0088,2024-11-19 19:14:00,食品饮料,7,1008.21,2024,11,2,周二
U0242,2024-04-30 08:37:00,图书文具,5,261.7,2024,4,2,周二
U0133,2024-07-20 19:20:00,数码电子,7,25317.6,2024,7,6,周六
U0084,2024-03-23 10:03:00,美妆个护,1,199.69,2024,3,6,周六
U0283,2024-11-07 17:22:00,食品饮料,5,748.95,2024,11,4,周四
U0052,2024-12-09 16:44:00,图书文具,7,2002.56,2024,12,1,周一
U0036,2024-04-19 17:48:00,数码电子,10,47085.5,2024,4,5,周五
U0097,2024-07-31 20:08:00,图书文具,3,748.56,2024,7,3,周三
U0039,2024-05-29 16:53:00,美妆个护,10,5329.4,2024,5,3,周三
U0076,2024-11-08 22:21:00,食品饮料,5,425.8,2024,11,5,周五
U0160,2024-02-15 11:46:00,美妆个护,1,449.56,2024,2,4,周四
U0085,2024-05-13 19:17:00,图书文具,6,988.2,2024,5,1,周一
U0209,2024-05-05 18:31:00,数码电子,3,3736.83,2024,5,7,周日
U0138,2024-04-24 11:33:00,食品饮料,10,1235.1,2024,4,3,周三
U0206,2024-06-15 14:46:00,图书文具,3,312.06,2024,6,6,周六
U0152,2024-03-12 18:08:00,食品饮料,1,110.48,2024,3,2,周二
U0175,2024-12-19 10:12:00,图书文具,1,191.27,2024,12,4,周四
U0239,2024-07-23 08:52:00,美妆个护,7,719.95,2024,7,2,周二
U0282,2024-01-17 14:12:00,美妆个护,10,5394.9,2024,1,3,周三
U0007,2024-11-09 08:38:00,美妆个护,1,30.51,2024,11,6,周六
U0017,2024-06-19 16:58:00,美妆个护,3,1035.57,2024,6,3,周三
U0117,2024-10-08 19:15:00,食品饮料,6,876.42,2024,10,2,周二
U0120,2024-11-07 08:28:00,食品饮料,6,1016.7,2024,11,4,周四
U0118,2024-08-20 14:13:00,美妆个护,3,1487.85,2024,8,2,周二
U0271,2024-05-18 12:45:00,图书文具,9,2178.36,2024,5,6,周六
U0048,2024-07-12 15:21:00,图书文具,9,2017.89,2024,7,5,周五
U0220,2024-04-25 16:48:00,美妆个护,2,475.54,2024,4,4,周四
U0045,2024-11-30 11:28:00,服装鞋帽,10,5021.1,2024,11,6,周六
U0003,2024-06-30 21:39:00,服装鞋帽,7,4012.89,2024,6,7,周日
U0060,2024-11-26 17:30:00,服装鞋帽,2,2005.36,2024,11,2,周二
U0049,2024-12-13 22:59:00,数码电子,8,22117.36,2024,12,5,周五
U0136,2024-07-19 17:57:00,美妆个护,7,2890.51,2024,7,5,周五
U0209,2024-12-20 12:18:00,家居日用,7,3733.52,2024,12,5,周五
U0220,2024-08-02 22:02:00,美妆个护,10,5356.9,2024,8,5,周五
U0245,2024-03-02 17:11:00,数码电子,6,11770.5,2024,3,6,周六
U0104,2024-02-28 16:39:00,美妆个护,2,532.82,2024,2,3,周三
U0204,2024-05-17 19:10:00,食品饮料,10,1407.5,2024,5,5,周五
U0279,2024-05-25 21:31:00,食品饮料,6,653.88,2024,5,6,周六
U0195,2024-06-14 10:29:00,美妆个护,1,326.66,2024,6,5,周五
U0156,2024-04-19 20:26:00,家居日用,7,1533.42,2024,4,5,周五
U0207,2024-10-05 14:05:00,家居日用,10,5621.7,2024,10,6,周六
U0204,2024-06-09 19:07:00,食品饮料,5,278.1,2024,6,7,周日
U0070,2024-04-05 10:14:00,美妆个护,8,4141.68,2024,4,5,周五
U0176,2024-08-04 15:45:00,服装鞋帽,8,4065.44,2024,8,7,周日
U0104,2024-03-17 13:17:00,数码电子,8,10260.72,2024,3,7,周日
U0182,2024-09-12 13:47:00,服装鞋帽,4,5430.2,2024,9,4,周四
U0287,2024-03-31 20:09:00,服装鞋帽,3,2608.83,2024,3,7,周日
U0253,2024-09-25 08:34:00,家居日用,5,3145.75,2024,9,3,周三
U0291,2024-03-26 13:30:00,图书文具,8,1512.0,2024,3,2,周二
U0183,2024-07-25 18:57:00,服装鞋帽,3,2844.54,2024,7,4,周四
U0125,2024-05-17 10:24:00,家居日用,3,1078.23,2024,5,5,周五
U0074,2024-03-01 18:24:00,家居日用,3,2088.12,2024,3,5,周五
U0139,2024-04-19 09:54:00,家居日用,5,2550.65,2024,4,5,周五
U0051,2024-05-28 19:49:00,家居日用,6,3872.94,2024,5,2,周二
U0166,2024-01-14 18:31:00,服装鞋帽,2,1125.54,2024,1,7,周日
U0182,2024-07-28 15:22:00,服装鞋帽,5,4792.6,2024,7,7,周日
U0059,2024-12-10 16:53:00,数码电子,6,4939.32,2024,12,2,周二
U0064,2024-11-22 11:00:00,家居日用,6,2217.54,2024,11,5,周五
U0209,2024-04-02 21:13:00,数码电子,4,13770.84,2024,4,2,周二
U0059,2024-02-12 22:11:00,图书文具,4,1153.88,2024,2,1,周一
U0131,2024-06-04 15:25:00,图书文具,2,347.84,2024,6,2,周二
U0230,2024-11-17 11:53:00,数码电子,8,4158.4,2024,11,7,周日
U0299,2024-05-29 11:07:00,美妆个护,8,1230.88,2024,5,3,周三
U0209,2024-05-07 11:51:00,图书文具,7,1070.72,2024,5,2,周二
U0239,2024-06-03 12:22:00,食品饮料,3,132.33,2024,6,1,周一
U0293,2024-08-21 08:46:00,食品饮料,8,1507.6,2024,8,3,周三
U0222,2024-12-31 11:59:00,美妆个护,7,1747.62,2024,12,2,周二
U0273,2024-03-04 17:29:00,美妆个护,3,1020.27,2024,3,1,周一
U0098,2024-03-11 19:57:00,数码电子,4,1293.4,2024,3,1,周一
U0216,2024-02-21 22:36:00,家居日用,3,2365.17,2024,2,3,周三
U0296,2024-03-12 15:43:00,服装鞋帽,8,2823.76,2024,3,2,周二
U0056,2024-02-29 17:38:00,家居日用,1,289.42,2024,2,4,周四
U0013,2024-02-05 12:25:00,图书文具,4,193.36,2024,2,1,周一
U0166,2024-12-09 22:55:00,图书文具,2,499.3,2024,12,1,周一
U0011,2024-10-28 21:04:00,图书文具,10,1541.3,2024,10,1,周一
U0238,2024-12-20 19:47:00,家居日用,7,525.0,2024,12,5,周五
U0247,2024-08-10 22:41:00,食品饮料,7,112.77,2024,8,6,周六
U0184,2024-08-13 16:21:00,美妆个护,9,3177.81,2024,8,2,周二
U0106,2024-09-27 22:54:00,美妆个护,1,463.79,2024,9,5,周五
U0040,2024-05-27 17:26:00,美妆个护,2,586.2,2024,5,1,周一
U0201,2024-11-27 19:37:00,服装鞋帽,7,1414.07,2024,11,3,周三
U0048,2024-01-18 14:38:00,家居日用,9,3743.46,2024,1,4,周四
U0229,2024-03-17 16:59:00,数码电子,6,7125.84,2024,3,7,周日
U0039,2024-03-12 16:12:00,服装鞋帽,6,1341.18,2024,3,2,周二
U0120,2024-08-07 12:29:00,服装鞋帽,3,896.31,2024,8,3,周三
U0226,2024-07-26 13:31:00,美妆个护,6,3495.36,2024,7,5,周五
U0072,2024-11-13 16:05:00,图书文具,3,845.91,2024,11,3,周三
U0256,2024-07-05 19:48:00,服装鞋帽,5,1437.15,2024,7,5,周五
U0127,2024-10-13 21:20:00,数码电子,4,5143.44,2024,10,7,周日
U0013,2024-02-14 22:41:00,数码电子,1,3155.28,2024,2,3,周三
U0205,2024-12-02 13:35:00,食品饮料,1,73.49,2024,12,1,周一
U0273,2024-02-27 15:49:00,服装鞋帽,7,3209.15,2024,2,2,周二
U0264,2024-11-10 17:46:00,服装鞋帽,7,276.22,2024,11,7,周日
U0156,2024-07-07 14:01:00,图书文具,2,312.62,2024,7,7,周日
U0286,2024-12-24 20:31:00,数码电子,2,1790.02,2024,12,2,周二
U0094,2024-05-28 14:16:00,服装鞋帽,4,4059.8,2024,5,2,周二
U0180,2024-07-20 19:30:00,美妆个护,7,2682.89,2024,7,6,周六
